snippet_id,model,model_version,dataset_tier,annotator_a_label,annotator_b_label,adjudicated,annotator_c_label,final_label,halluguard_prediction,codebook_version
G800_0395,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0396,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0397,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0398,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0399,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0400,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0401,StarCoder2 (15B),starcoder2-15b,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0402,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0403,StarCoder2 (15B),starcoder2-15b,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0404,StarCoder2 (15B),starcoder2-15b,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0405,StarCoder2 (15B),starcoder2-15b,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0406,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0407,StarCoder2 (15B),starcoder2-15b,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0408,StarCoder2 (15B),starcoder2-15b,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0409,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0410,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0411,StarCoder2 (15B),starcoder2-15b,NL-API,hallucination,no_hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0412,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0413,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0414,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0415,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0416,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0417,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0418,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0419,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0420,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0421,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0422,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0423,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0424,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0425,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0426,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0427,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0428,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0429,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0430,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0431,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0432,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0433,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0434,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0435,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0436,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0437,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0438,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0439,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0440,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0441,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0442,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0443,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0444,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0445,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0446,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0447,StarCoder2 (15B),starcoder2-15b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0448,StarCoder2 (15B),starcoder2-15b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0449,StarCoder2 (15B),starcoder2-15b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0450,StarCoder2 (15B),starcoder2-15b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0451,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0452,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0453,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0454,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0455,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0456,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0457,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0458,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0459,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0460,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0461,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0462,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0463,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0464,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0465,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0466,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0467,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0468,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0469,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0470,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0471,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0472,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0473,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0474,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0475,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0476,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,hallucination,no_hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0477,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0478,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0479,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0480,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0481,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0482,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0483,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0484,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,hallucination,no_hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0485,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0486,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0487,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0488,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0489,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0490,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0491,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0492,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0493,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0494,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0495,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0496,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0497,Claude 3 Haiku,claude-3-haiku-20240307,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0498,Claude 3 Haiku,claude-3-haiku-20240307,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0499,Claude 3 Haiku,claude-3-haiku-20240307,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0500,Claude 3 Haiku,claude-3-haiku-20240307,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0501,Mistral Large,mistral-large-2402,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0502,Mistral Large,mistral-large-2402,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0503,Mistral Large,mistral-large-2402,NL-API,no_hallucination,hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0504,Mistral Large,mistral-large-2402,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0505,Mistral Large,mistral-large-2402,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0506,Mistral Large,mistral-large-2402,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0507,Mistral Large,mistral-large-2402,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0508,Mistral Large,mistral-large-2402,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0509,Mistral Large,mistral-large-2402,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0510,Mistral Large,mistral-large-2402,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0511,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0512,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0513,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0514,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0515,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0516,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0517,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0518,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0519,Mistral Large,mistral-large-2402,NL-API,no_hallucination,hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0520,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0521,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0522,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0523,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0524,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0525,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0526,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0527,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0528,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0529,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0530,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0531,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0532,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0533,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0534,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0535,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0536,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0537,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0538,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0539,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0540,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0541,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0542,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0543,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0544,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0545,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0546,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0547,Mistral Large,mistral-large-2402,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0548,Mistral Large,mistral-large-2402,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0549,Mistral Large,mistral-large-2402,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0550,Mistral Large,mistral-large-2402,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0551,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0552,Phi-3-medium,phi-3-medium-14b,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0553,Phi-3-medium,phi-3-medium-14b,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0554,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0555,Phi-3-medium,phi-3-medium-14b,NL-API,hallucination,no_hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0556,Phi-3-medium,phi-3-medium-14b,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0557,Phi-3-medium,phi-3-medium-14b,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0558,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0559,Phi-3-medium,phi-3-medium-14b,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0560,Phi-3-medium,phi-3-medium-14b,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0561,Phi-3-medium,phi-3-medium-14b,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0562,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0563,Phi-3-medium,phi-3-medium-14b,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0564,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0565,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0566,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0567,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0568,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0569,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0570,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0571,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0572,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0573,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0574,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0575,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0576,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0577,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0578,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0579,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0580,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0581,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0582,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0583,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0584,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0585,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0586,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0587,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0588,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0589,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0590,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0591,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0592,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0593,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0594,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0595,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0596,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0597,Phi-3-medium,phi-3-medium-14b,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0598,Phi-3-medium,phi-3-medium-14b,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0599,Phi-3-medium,phi-3-medium-14b,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0600,Phi-3-medium,phi-3-medium-14b,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0601,Llama 3 (70B),llama-3-70b-instruct,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0602,Llama 3 (70B),llama-3-70b-instruct,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0603,Llama 3 (70B),llama-3-70b-instruct,NL-API,no_hallucination,hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0604,Llama 3 (70B),llama-3-70b-instruct,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0605,Llama 3 (70B),llama-3-70b-instruct,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0606,Llama 3 (70B),llama-3-70b-instruct,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0607,Llama 3 (70B),llama-3-70b-instruct,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
